step,pred_iou,anch_mi,stab,unc_global,unc_boundary,iou_gt,dice_gt,d_pred,d_mi,d_stab,d_pred_ema,d_mi_ema,d_stab_ema
80,0.8909627199172974,-6.868775367736816,0.9421912231927765,0.014361502602696419,0.014361502602696419,0.8172357640830449,0.8994273392978397,-0.00036644935607910156,0.10985326766967773,-0.002569258213043213,-0.0007942859083414078,0.03332207351922989,-0.00018078024731948972
81,0.8907785415649414,-6.893694877624512,0.9418731417242464,0.014473740942776203,0.014473740942776203,0.8160983789824646,0.898738073253183,-0.00018417835235595703,-0.024919509887695312,-0.00031810998916625977,-0.0005502428975887597,0.010025441646575928,-0.00023571215569972992
82,0.8898224830627441,-6.889908313751221,0.9399975256709292,0.014654579572379589,0.014654579572379589,0.81594390671422,0.898644395013934,-0.0009560585021972656,0.0037865638732910156,-0.0018755793571472168,-0.0007125691627152264,0.007529891096055508,-0.000891659059561789
83,0.8893072605133057,-6.9436564445495605,0.9391435196603338,0.014823662117123604,0.014823662117123604,0.8137207711598273,0.897294428226098,-0.0005152225494384766,-0.053748130798339844,-0.0008540153503417969,-0.000633630552329123,-0.01698131673038006,-0.0008766016107983887
84,0.8868265151977539,-6.9485979080200195,0.9383472334979364,0.01531191635876894,0.01531191635876894,0.8118696762124178,0.8961678501177551,-0.002480745315551758,-0.004941463470458984,-0.0007963180541992188,-0.001372476457618177,-0.012165375053882599,-0.0008444882114417851
85,0.8849745988845825,-6.950953483581543,0.9363489420060404,0.015684576705098152,0.015684576705098152,0.8088690790962684,0.8943367858334873,-0.0018519163131713867,-0.0023555755615234375,-0.001998305320739746,-0.0015642524231225252,-0.008241456001996994,-0.0013060150668025017
86,0.8819290399551392,-6.838588237762451,0.9335692495421761,0.016246573999524117,0.016246573999524117,0.8067028439350803,0.8930110965874666,-0.0030455589294433594,0.1123652458190918,-0.002779662609100342,-0.00215677497908473,0.04000122845172882,-0.001895474037155509
87,0.8809467554092407,-6.831679344177246,0.9322025660961966,0.016503406688570976,0.016503406688570976,0.8037596055165569,0.8912047958700993,-0.0009822845458984375,0.006908893585205078,-0.0013666749000549316,-0.0016869788523763418,0.026764295995235443,-0.001683954382315278
88,0.8796819448471069,-6.9558305740356445,0.916408742440618,0.017281455919146538,0.017281455919146538,0.7993926268885074,0.8885138406627903,-0.001264810562133789,-0.12415122985839844,-0.01579385995864868,-0.001518111559562385,-0.03360191360116005,-0.007327917031943798
89,0.8800076246261597,-6.946606636047363,0.9155739262635606,0.017247116193175316,0.017247116193175316,0.7986969388006867,0.888083947408319,0.0003256797790527344,0.00922393798828125,-0.0008347630500793457,-0.0007805950008332729,-0.01647157222032547,-0.004730655811727047
